BRAND,MODEL,VARIANT,MANUFACTURING YEAR,FUEL_TYPE_CLEAN,TRANSMISSION_TYPE,VEHICLE_CATEGORY,PRICE(INR),PRICE_SEGMENT,SEATING CAPACITY,DISPLACEMENT,HORSEPOWER,TORQUE(LB.FT),MILEAGE(km/L),MAX DISTANCE(FULL TANK),LENGTH_MM,WIDTH_MM,HEIGHT_MM,AIRBAGS,CHILD_LOCK,SERVICE_COST_NUM,SAFETY_SCORE,COMFORT_SCORE,TECH_SCORE,PERFORMANCE_SCORE,NUMBER OF CYLINDERS,DRIVETRAIN,TARGET
Maruti Suzuki,Brezza,ZXi,2020,Petrol,Manual,SUV,888136,Value,5,1462,102,101,18.5,888.0,3995.0,1790.0,1685.0,2,1,1,4,4,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+,2020,Petrol,Manual,SUV,938369,Value,5,1462,102,101,22.7,1089.0,3995.0,1790.0,1685.0,2,1,2,5,4,4,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi AT,2020,Petrol,Automatic,SUV,985060,Value,5,1462,102,101,19.1,916.0,3995.0,1790.0,1685.0,2,1,2,4,3,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi AT,2020,Petrol,Automatic,SUV,1034579,Value,5,1462,102,101,20.1,964.0,3995.0,1790.0,1685.0,2,1,1,4,3,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+ AT,2020,Petrol,Automatic,SUV,1071416,Value,5,1462,102,101,21.2,1017.0,3995.0,1790.0,1685.0,2,1,1,4,3,4,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,LXi,2021,Petrol,Manual,SUV,827017,Value,5,1462,102,101,19.4,931.0,3995.0,1790.0,1685.0,2,1,1,5,3,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi,2021,Petrol,Manual,SUV,883703,Value,5,1462,102,101,23.9,1147.0,3995.0,1790.0,1685.0,2,1,1,5,3,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi,2021,Petrol,Manual,SUV,914795,Value,5,1462,102,101,19.4,931.0,3995.0,1790.0,1685.0,2,1,1,4,4,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+,2021,Petrol,Manual,SUV,972783,Value,5,1462,102,101,18.8,902.0,3995.0,1790.0,1685.0,2,1,1,4,4,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi AT,2021,Petrol,Automatic,SUV,1011058,Value,5,1462,102,101,22.2,1065.0,3995.0,1790.0,1685.0,2,1,2,4,4,2,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi AT,2021,Petrol,Automatic,SUV,1058952,Value,5,1462,102,101,18.6,892.0,3995.0,1790.0,1685.0,2,1,2,5,3,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+ AT,2021,Petrol,Automatic,SUV,1105338,Value,5,1462,102,101,19.9,955.0,3995.0,1790.0,1685.0,2,1,2,5,3,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,LXi,2022,Petrol,Manual,SUV,859226,Value,5,1462,102,101,22.1,1060.0,3995.0,1790.0,1685.0,2,1,1,4,3,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi,2022,Petrol,Manual,SUV,900780,Value,5,1462,102,101,19.9,955.0,3995.0,1790.0,1685.0,2,1,2,4,3,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi,2022,Petrol,Manual,SUV,952017,Value,5,1462,102,101,18.5,888.0,3995.0,1790.0,1685.0,2,1,2,5,3,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+,2022,Petrol,Manual,SUV,980518,Value,5,1462,102,101,19.6,940.0,3995.0,1790.0,1685.0,6,1,1,4,4,4,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi AT,2022,Petrol,Automatic,SUV,1029350,Value,5,1462,102,101,20.3,974.0,3995.0,1790.0,1685.0,2,1,2,5,3,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi AT,2022,Petrol,Automatic,SUV,1077770,Value,5,1462,102,101,21.3,1022.0,3995.0,1790.0,1685.0,2,1,1,5,3,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+ AT,2022,Petrol,Automatic,SUV,1129412,Value,5,1462,102,101,23.1,1108.0,3995.0,1790.0,1685.0,6,1,1,4,4,4,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,LXi,2023,Petrol,Manual,SUV,879091,Value,5,1462,102,101,19.0,912.0,3995.0,1790.0,1685.0,2,1,2,4,3,2,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi,2023,Petrol,Manual,SUV,929520,Value,5,1462,102,101,18.2,873.0,3995.0,1790.0,1685.0,2,1,1,4,4,2,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi,2023,Petrol,Manual,SUV,967937,Value,5,1462,102,101,19.2,921.0,3995.0,1790.0,1685.0,2,1,1,5,4,4,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+,2023,Petrol,Manual,SUV,1007869,Value,5,1462,102,101,18.3,878.0,3995.0,1790.0,1685.0,6,1,1,5,3,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi AT,2023,Petrol,Automatic,SUV,1057690,Value,5,1462,102,101,18.5,888.0,3995.0,1790.0,1685.0,2,1,1,5,3,2,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi AT,2023,Petrol,Automatic,SUV,1102283,Value,5,1462,102,101,21.8,1046.0,3995.0,1790.0,1685.0,2,1,2,5,3,4,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+ AT,2023,Petrol,Automatic,SUV,1151065,Value,5,1462,102,101,23.4,1123.0,3995.0,1790.0,1685.0,6,1,2,4,4,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,LXi,2024,Petrol,Manual,SUV,904016,Value,5,1462,102,101,19.1,916.0,3995.0,1790.0,1685.0,2,1,1,5,4,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi,2024,Petrol,Manual,SUV,959115,Value,5,1462,102,101,19.6,940.0,3995.0,1790.0,1685.0,2,1,2,4,3,2,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi,2024,Petrol,Manual,SUV,1003704,Value,5,1462,102,101,21.5,1032.0,3995.0,1790.0,1685.0,2,1,1,4,4,4,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+,2024,Petrol,Manual,SUV,1044223,Value,5,1462,102,101,19.8,950.0,3995.0,1790.0,1685.0,6,1,1,4,3,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi AT,2024,Petrol,Automatic,SUV,1079576,Value,5,1462,102,101,23.8,1142.0,3995.0,1790.0,1685.0,2,1,2,4,3,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi AT,2024,Petrol,Automatic,SUV,1128673,Value,5,1462,102,101,24.0,1152.0,3995.0,1790.0,1685.0,2,1,1,4,4,4,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+ AT,2024,Petrol,Automatic,SUV,1176796,Value,5,1462,102,101,21.3,1022.0,3995.0,1790.0,1685.0,6,1,2,5,4,4,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,LXi,2025,Petrol,Manual,SUV,926483,Value,5,1462,102,101,20.5,984.0,3995.0,1790.0,1685.0,2,1,2,4,3,2,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi,2025,Petrol,Manual,SUV,978557,Value,5,1462,102,101,19.6,940.0,3995.0,1790.0,1685.0,2,1,2,5,4,2,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi,2025,Petrol,Manual,SUV,1021622,Value,5,1462,102,101,18.9,907.0,3995.0,1790.0,1685.0,2,1,1,5,3,4,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+,2025,Petrol,Manual,SUV,1062346,Value,5,1462,102,101,22.5,1080.0,3995.0,1790.0,1685.0,6,1,2,5,3,4,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,VXi AT,2025,Petrol,Automatic,SUV,1111901,Value,5,1462,102,101,23.1,1108.0,3995.0,1790.0,1685.0,2,1,2,4,3,2,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi AT,2025,Petrol,Automatic,SUV,1161197,Value,5,1462,102,101,23.0,1104.0,3995.0,1790.0,1685.0,2,1,1,5,3,3,4,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Brezza,ZXi+ AT,2025,Petrol,Automatic,SUV,1207583,Value,5,1462,102,101,20.4,979.0,3995.0,1790.0,1685.0,6,1,2,5,3,3,3,4,FWD,Maruti Suzuki Brezza
Maruti Suzuki,Ertiga,LXi,2018,Petrol,Manual,MPV,815877,Value,7,1462,102,101,21.0,945.0,4395.0,1735.0,1690.0,2,1,1,2,3,2,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi,2018,Petrol,Manual,MPV,862540,Value,7,1462,102,101,18.3,823.0,4395.0,1735.0,1690.0,2,1,1,2,4,2,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi,2018,Petrol,Manual,MPV,899937,Value,7,1462,102,101,20.2,909.0,4395.0,1735.0,1690.0,2,1,1,3,4,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi+,2018,Petrol,Manual,MPV,942469,Value,7,1462,102,101,20.9,940.0,4395.0,1735.0,1690.0,2,1,2,3,3,4,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi AT,2018,Petrol,Automatic,MPV,986208,Value,7,1462,102,101,23.0,1035.0,4395.0,1735.0,1690.0,2,1,2,3,3,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi AT,2018,Petrol,Automatic,MPV,1030401,Value,7,1462,102,101,19.0,855.0,4395.0,1735.0,1690.0,2,1,1,4,3,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi CNG,2018,CNG,Manual,MPV,1077718,Value,7,1462,102,101,30.1,1354.0,4395.0,1735.0,1690.0,2,1,1,4,3,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,LXi,2019,Petrol,Manual,MPV,839392,Value,7,1462,102,101,22.8,1026.0,4395.0,1735.0,1690.0,2,1,2,2,4,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi,2019,Petrol,Manual,MPV,880980,Value,7,1462,102,101,23.1,1039.0,4395.0,1735.0,1690.0,2,1,2,3,4,2,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi,2019,Petrol,Manual,MPV,927891,Value,7,1462,102,101,21.1,949.0,4395.0,1735.0,1690.0,2,1,2,4,4,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi+,2019,Petrol,Manual,MPV,969961,Value,7,1462,102,101,21.9,985.0,4395.0,1735.0,1690.0,2,1,2,4,4,4,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi AT,2019,Petrol,Automatic,MPV,1008895,Value,7,1462,102,101,20.0,900.0,4395.0,1735.0,1690.0,2,1,2,3,4,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi AT,2019,Petrol,Automatic,MPV,1053635,Value,7,1462,102,101,18.9,850.0,4395.0,1735.0,1690.0,2,1,1,2,3,4,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi CNG,2019,CNG,Manual,MPV,1111133,Value,7,1462,102,101,30.0,1350.0,4395.0,1735.0,1690.0,2,1,2,3,4,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,LXi,2020,Petrol,Manual,MPV,864871,Value,7,1462,102,101,18.2,819.0,4395.0,1735.0,1690.0,2,1,2,4,3,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi,2020,Petrol,Manual,MPV,906249,Value,7,1462,102,101,20.2,909.0,4395.0,1735.0,1690.0,2,1,1,3,3,2,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi,2020,Petrol,Manual,MPV,948442,Value,7,1462,102,101,18.8,846.0,4395.0,1735.0,1690.0,2,1,1,3,3,4,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi+,2020,Petrol,Manual,MPV,993777,Value,7,1462,102,101,19.3,868.0,4395.0,1735.0,1690.0,2,1,2,3,4,4,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi AT,2020,Petrol,Automatic,MPV,1042407,Value,7,1462,102,101,19.8,891.0,4395.0,1735.0,1690.0,2,1,2,2,4,2,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi AT,2020,Petrol,Automatic,MPV,1081819,Value,7,1462,102,101,21.0,945.0,4395.0,1735.0,1690.0,2,1,1,4,4,4,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi CNG,2020,CNG,Manual,MPV,1134149,Value,7,1462,102,101,32.0,1440.0,4395.0,1735.0,1690.0,2,1,2,3,4,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,LXi,2021,Petrol,Manual,MPV,890000,Value,7,1462,102,101,19.1,859.0,4395.0,1735.0,1690.0,2,1,2,2,4,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi,2021,Petrol,Manual,MPV,933677,Value,7,1462,102,101,18.3,823.0,4395.0,1735.0,1690.0,2,1,1,3,4,2,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi,2021,Petrol,Manual,MPV,974737,Value,7,1462,102,101,22.7,1021.0,4395.0,1735.0,1690.0,2,1,2,2,3,4,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi+,2021,Petrol,Manual,MPV,1021887,Value,7,1462,102,101,23.8,1071.0,4395.0,1735.0,1690.0,2,1,2,3,3,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi AT,2021,Petrol,Automatic,MPV,1056059,Value,7,1462,102,101,23.4,1053.0,4395.0,1735.0,1690.0,2,1,1,4,3,2,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi AT,2021,Petrol,Automatic,MPV,1108581,Value,7,1462,102,101,22.2,999.0,4395.0,1735.0,1690.0,2,1,2,3,4,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi CNG,2021,CNG,Manual,MPV,1155204,Value,7,1462,102,101,28.7,1291.0,4395.0,1735.0,1690.0,2,1,2,2,4,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,LXi,2022,Petrol,Manual,MPV,909745,Value,7,1462,102,101,23.3,1048.0,4395.0,1735.0,1690.0,2,1,1,2,4,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi,2022,Petrol,Manual,MPV,951951,Value,7,1462,102,101,23.7,1066.0,4395.0,1735.0,1690.0,2,1,1,3,3,2,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi,2022,Petrol,Manual,MPV,996921,Value,7,1462,102,101,22.4,1007.0,4395.0,1735.0,1690.0,2,1,1,4,3,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi+,2022,Petrol,Manual,MPV,1047074,Value,7,1462,102,101,23.3,1048.0,4395.0,1735.0,1690.0,6,1,1,3,3,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi AT,2022,Petrol,Automatic,MPV,1083227,Value,7,1462,102,101,22.1,994.0,4395.0,1735.0,1690.0,2,1,2,3,4,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi AT,2022,Petrol,Automatic,MPV,1138198,Value,7,1462,102,101,22.2,999.0,4395.0,1735.0,1690.0,2,1,1,2,3,4,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi CNG,2022,CNG,Manual,MPV,1187113,Value,7,1462,102,101,30.5,1372.0,4395.0,1735.0,1690.0,2,1,1,4,3,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,LXi,2023,Petrol,Manual,MPV,934868,Value,7,1462,102,101,18.7,841.0,4395.0,1735.0,1690.0,2,1,2,2,4,2,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi,2023,Petrol,Manual,MPV,988988,Value,7,1462,102,101,21.1,949.0,4395.0,1735.0,1690.0,2,1,1,2,4,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi,2023,Petrol,Manual,MPV,1021789,Value,7,1462,102,101,21.3,958.0,4395.0,1735.0,1690.0,2,1,1,2,4,4,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi+,2023,Petrol,Manual,MPV,1066616,Value,7,1462,102,101,22.0,990.0,4395.0,1735.0,1690.0,6,1,1,2,4,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi AT,2023,Petrol,Automatic,MPV,1122563,Value,7,1462,102,101,22.3,1003.0,4395.0,1735.0,1690.0,2,1,2,3,3,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi AT,2023,Petrol,Automatic,MPV,1165250,Value,7,1462,102,101,18.3,823.0,4395.0,1735.0,1690.0,2,1,2,2,3,4,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi CNG,2023,CNG,Manual,MPV,1208962,Value,7,1462,102,101,28.4,1278.0,4395.0,1735.0,1690.0,2,1,2,2,3,2,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,LXi,2024,Petrol,Manual,MPV,964468,Value,7,1462,102,101,23.4,1053.0,4395.0,1735.0,1690.0,2,1,2,4,4,2,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi,2024,Petrol,Manual,MPV,1004783,Value,7,1462,102,101,18.7,841.0,4395.0,1735.0,1690.0,2,1,2,3,4,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi,2024,Petrol,Manual,MPV,1059965,Value,7,1462,102,101,20.5,922.0,4395.0,1735.0,1690.0,2,1,1,2,3,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi+,2024,Petrol,Manual,MPV,1096094,Value,7,1462,102,101,20.5,922.0,4395.0,1735.0,1690.0,6,1,2,4,4,4,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi AT,2024,Petrol,Automatic,MPV,1151934,Value,7,1462,102,101,20.2,909.0,4395.0,1735.0,1690.0,2,1,1,2,3,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi AT,2024,Petrol,Automatic,MPV,1191785,Value,7,1462,102,101,20.6,927.0,4395.0,1735.0,1690.0,2,1,1,2,4,4,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi CNG,2024,CNG,Manual,MPV,1241298,Value,7,1462,102,101,30.1,1354.0,4395.0,1735.0,1690.0,2,1,2,4,3,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,LXi,2025,Petrol,Manual,MPV,994770,Value,7,1462,102,101,22.0,990.0,4395.0,1735.0,1690.0,2,1,1,4,4,2,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi,2025,Petrol,Manual,MPV,1044854,Value,7,1462,102,101,23.6,1062.0,4395.0,1735.0,1690.0,2,1,1,4,4,3,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi,2025,Petrol,Manual,MPV,1088315,Value,7,1462,102,101,20.9,940.0,4395.0,1735.0,1690.0,2,1,1,2,4,4,3,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi+,2025,Petrol,Manual,MPV,1132869,Value,7,1462,102,101,21.9,985.0,4395.0,1735.0,1690.0,6,1,2,3,3,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi AT,2025,Petrol,Automatic,MPV,1182483,Value,7,1462,102,101,21.4,962.0,4395.0,1735.0,1690.0,2,1,1,2,4,3,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,ZXi AT,2025,Petrol,Automatic,MPV,1222512,Value,7,1462,102,101,22.5,1012.0,4395.0,1735.0,1690.0,2,1,1,2,3,4,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,Ertiga,VXi CNG,2025,CNG,Manual,MPV,1266521,Value,7,1462,102,101,31.3,1408.0,4395.0,1735.0,1690.0,2,1,2,4,4,2,4,4,FWD,Maruti Suzuki Ertiga
Maruti Suzuki,XL6,Zeta,2019,Petrol,Manual,MPV,1040755,Value,6,1462,102,101,18.3,823.0,4445.0,1775.0,1755.0,2,1,1,3,5,3,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha,2019,Petrol,Manual,MPV,1080711,Value,6,1462,102,101,15.9,715.0,4445.0,1775.0,1755.0,2,1,1,3,5,4,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha+,2019,Petrol,Manual,MPV,1124326,Value,6,1462,102,101,18.3,823.0,4445.0,1775.0,1755.0,2,1,1,4,4,4,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Zeta AT,2019,Petrol,Automatic,MPV,1169620,Value,6,1462,102,101,16.6,747.0,4445.0,1775.0,1755.0,2,1,1,3,5,2,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha AT,2019,Petrol,Automatic,MPV,1225225,Value,6,1462,102,101,17.4,782.0,4445.0,1775.0,1755.0,2,1,1,3,4,4,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha+ AT,2019,Petrol,Automatic,MPV,1265879,Value,6,1462,102,101,18.4,827.0,4445.0,1775.0,1755.0,2,1,2,3,4,3,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Zeta,2020,Petrol,Manual,MPV,1073428,Value,6,1462,102,101,18.5,832.0,4445.0,1775.0,1755.0,2,1,2,4,5,2,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha,2020,Petrol,Manual,MPV,1115817,Value,6,1462,102,101,16.8,756.0,4445.0,1775.0,1755.0,2,1,1,2,5,4,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha+,2020,Petrol,Manual,MPV,1156755,Value,6,1462,102,101,17.9,805.0,4445.0,1775.0,1755.0,2,1,1,4,4,3,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Zeta AT,2020,Petrol,Automatic,MPV,1211826,Value,6,1462,102,101,16.9,760.0,4445.0,1775.0,1755.0,2,1,1,4,5,3,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha AT,2020,Petrol,Automatic,MPV,1243044,Value,6,1462,102,101,15.2,684.0,4445.0,1775.0,1755.0,2,1,2,2,5,3,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha+ AT,2020,Petrol,Automatic,MPV,1290294,Value,6,1462,102,101,17.8,801.0,4445.0,1775.0,1755.0,2,1,1,3,4,4,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Zeta,2021,Petrol,Manual,MPV,1105270,Value,6,1462,102,101,18.0,810.0,4445.0,1775.0,1755.0,2,1,2,2,4,3,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha,2021,Petrol,Manual,MPV,1147436,Value,6,1462,102,101,18.2,819.0,4445.0,1775.0,1755.0,2,1,1,4,4,3,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha+,2021,Petrol,Manual,MPV,1194911,Value,6,1462,102,101,18.4,827.0,4445.0,1775.0,1755.0,2,1,2,3,5,3,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Zeta AT,2021,Petrol,Automatic,MPV,1237392,Value,6,1462,102,101,17.7,796.0,4445.0,1775.0,1755.0,2,1,2,2,4,3,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha AT,2021,Petrol,Automatic,MPV,1282464,Value,6,1462,102,101,15.5,697.0,4445.0,1775.0,1755.0,2,1,1,4,4,4,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha+ AT,2021,Petrol,Automatic,MPV,1320713,Value,6,1462,102,101,16.3,733.0,4445.0,1775.0,1755.0,2,1,2,2,5,4,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Zeta,2022,Petrol,Manual,MPV,1136889,Value,6,1462,102,101,15.7,706.0,4445.0,1775.0,1755.0,2,1,2,2,5,3,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha,2022,Petrol,Manual,MPV,1179497,Value,6,1462,102,101,17.7,796.0,4445.0,1775.0,1755.0,6,1,1,3,5,3,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha+,2022,Petrol,Manual,MPV,1218672,Value,6,1462,102,101,16.8,756.0,4445.0,1775.0,1755.0,6,1,1,4,4,4,4,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Zeta AT,2022,Petrol,Automatic,MPV,1270331,Value,6,1462,102,101,17.9,805.0,4445.0,1775.0,1755.0,2,1,2,2,5,3,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha AT,2022,Petrol,Automatic,MPV,1320694,Value,6,1462,102,101,17.1,769.0,4445.0,1775.0,1755.0,6,1,1,2,4,3,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha+ AT,2022,Petrol,Automatic,MPV,1367272,Value,6,1462,102,101,15.4,693.0,4445.0,1775.0,1755.0,6,1,2,4,4,3,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Zeta,2023,Petrol,Manual,MPV,1173200,Value,6,1462,102,101,15.4,693.0,4445.0,1775.0,1755.0,2,1,2,2,5,2,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha,2023,Petrol,Manual,MPV,1215934,Value,6,1462,102,101,17.5,787.0,4445.0,1775.0,1755.0,6,1,1,3,4,4,3,4,FWD,Maruti Suzuki XL6
Maruti Suzuki,XL6,Alpha+,2023,Petrol,Manual,MPV,1263723,Value,6,1462,102,101,15.3,688.0,4445.0,1775.0,1755.0,6,1,2,4,4,4,3,4,FWD,Maruti Suzuki XL6
